Actual,Predicted,Error
62.8,37.106625,25.693375
88.0,4.096882,83.90312
88.0,4.096882,83.90312
62.8,37.106625,25.693375
62.8,37.106625,25.693375
62.8,37.106625,25.693375
62.8,37.106625,25.693375
62.8,37.106625,25.693375
62.8,37.106625,25.693375
62.8,37.106625,25.693375
79.2,12.692997,66.507
231.0,109.247444,121.752556
159.0,95.62672,63.373283
79.2,72.815506,6.384491
88.0,16.993526,71.00647
154.0,66.25643,87.74357
102.6,51.546303,51.053696
168.0,95.62672,72.37328
149.0,65.97579,83.02421
74.8,32.856163,41.94384
78.63,3.420054,75.209946
48.5,2.1085656,46.391434
74.8,32.578896,42.221107
74.8,15.450993,59.34901
74.8,32.578896,42.221107
88.4,42.79494,45.60506
85.0,32.855564,52.144436
92.5,5.156986,87.34302
79.33,4.4611397,74.868866
78.69,1.2749171,77.415085
79.05,4.7743764,74.27563
0.0,58.10685,-58.10685
88.0,5.148229,82.85177
102.6,56.98116,45.61884
78.3,27.386648,50.913353
72.9,30.211605,42.688396
79.2,13.832548,65.36745
63.36,1.7563112,61.60369
52.0,27.047607,24.952393
52.0,27.047607,24.952393
91.5,7.5597014,83.9403
90.0,36.750263,53.249737
52.0,27.047607,24.952393
52.0,27.047607,24.952393
127.8,67.52126,60.27874
93.6,38.335003,55.264996
52.0,27.047602,24.952398
52.0,27.047602,24.952398
52.0,27.047607,24.952393
93.6,32.453854,61.146145
52.0,27.047607,24.952393
174.0,79.812996,94.187004
70.0,3.0835314,66.916466
93.6,39.78202,53.817978
102.6,54.07542,48.52458
52.0,27.047607,24.952393
52.0,27.047607,24.952393
52.0,27.047607,24.952393
52.0,27.047607,24.952393
52.0,27.047607,24.952393
90.0,36.750263,53.249737
88.0,14.840553,73.15945
52.0,27.047607,24.952393
52.0,27.047607,24.952393
52.0,27.047607,24.952393
52.0,27.047607,24.952393
90.0,32.417156,57.582844
67.5,37.59904,29.900959
52.0,27.047607,24.952393
111.0,45.563976,65.43602
86.4,49.201485,37.198517
52.0,27.047607,24.952393
52.0,27.047607,24.952393
86.4,47.611576,38.788425
162.4,76.349144,86.05085
68.5,28.93587,39.564133
93.6,35.19325,58.40675
86.4,45.245255,41.154747
86.4,46.754578,39.645424
86.4,46.754578,39.645424
86.4,47.840927,38.559074
96.0,45.1502,50.8498
93.6,35.19325,58.40675
93.6,35.19325,58.40675
86.4,47.611576,38.788425
126.0,53.623703,72.3763
126.0,70.92405,55.07595
93.6,32.97437,60.62563
112.5,51.438976,61.061024
93.6,35.19325,58.40675
91.5,1.4192879,90.08071
146.7,82.98434,63.71566
76.93,132.24107,-55.311073
76.93,132.24107,-55.311073
77.44,57.635025,19.804977
75.86,6.29169,69.56831
95.0,5.5225234,89.47748
82.44,108.490944,-26.050941
82.44,108.50501,-26.06501
90.0,37.174984,52.825016
88.0,4.002503,83.9975
93.6,42.48849,51.111507
86.4,39.420467,46.979534
86.4,39.420467,46.979534
86.4,40.27246,46.12754
98.8,42.067654,56.73235
87.2,3.8266008,83.3734
91.2,39.53014,51.669857
78.3,29.191242,49.10876
104.0,42.60194,61.39806
86.4,39.420467,46.979534
79.2,4.282773,74.91722
104.0,42.60194,61.39806
91.2,39.53014,51.669857
93.6,42.48849,51.111507
90.0,4.417439,85.58256
86.4,39.420467,46.979534
86.4,39.420467,46.979534
93.6,36.998425,56.601574
68.0,30.570848,37.429153
82.13,16.022469,66.10753
88.4,40.69034,47.709663
88.4,34.233467,54.166534
97.75,49.907604,47.842396
74.8,46.15755,28.642452
63.75,3.4025006,60.3475
147.9,68.59983,79.30016
171.3,124.5232,46.776802
74.8,3.1486013,71.651405
86.4,40.75183,45.64817
86.4,36.449856,49.950146
101.0,44.000793,56.999207
86.4,40.86414,45.535862
98.0,50.171978,47.828022
90.0,42.87797,47.12203
90.0,42.87797,47.12203
84.6,52.788204,31.811794
90.0,42.87797,47.12203
84.6,52.788204,31.811794
90.0,52.788204,37.211796
84.6,52.788204,31.811794
84.6,52.788204,31.811794
90.0,52.788204,37.211796
90.0,42.877968,47.122032
86.4,71.849205,14.5507965
71.28,10.758736,60.521263
79.2,3.8289795,75.37102
93.6,53.640636,39.959362
78.3,23.802946,54.497055
68.0,22.058676,45.941322
63.75,3.2133262,60.536674
77.14,3.130587,74.009415
85.0,30.538277,54.461723
71.21,39.98939,31.220608
168.0,96.40351,71.59649
74.8,1.5425687,73.25743
74.8,29.724817,45.075188
96.92,283.852,-186.93199
74.8,105.15725,-30.357246
97.2,76.704025,20.495972
147.9,125.62838,22.271614
65.0,26.698305,38.301697
95.0,19.236677,75.76332
137.0,22.239159,114.76084
67.0,25.89437,41.10563
67.91,37.40309,30.506912
114.0,50.59278,63.40722
86.4,34.94422,51.45578
147.0,15.16765,131.83235
109.8,37.60805,72.191956
147.0,25.973475,121.02653
93.6,34.52286,59.077137
127.8,59.535892,68.264114
93.6,32.555176,61.044823
87.3,36.54861,50.751392
106.0,38.360554,67.63945
79.2,2.268928,76.93107
79.2,17.099983,62.100014
74.8,43.925995,30.874008
115.6,61.111668,54.48833
85.0,36.090397,48.909603
117.3,64.935974,52.36403
97.75,49.218136,48.531864
115.6,61.85474,53.74526
79.2,3.47732,75.72268
111.0,33.12505,77.874954
137.0,35.06091,101.93909
72.38,3.4025798,68.97742
122.4,64.46607,57.93393
95.38,74.55971,20.82029
82.13,3.7708318,78.35917
93.6,41.13863,52.46137
93.6,52.021214,41.578785
97.07,46.20869,50.86131
74.8,2.6063461,72.19366
147.9,94.02819,53.871803
63.75,4.44165,59.30835
74.8,84.90521,-10.105209
77.35,35.22429,42.12571
77.78,168.83073,-91.050735
103.0,46.012173,56.987827
181.0,103.91406,77.08594
86.4,35.104576,51.295425
83.6,6.248003,77.352
93.6,44.67747,48.922527
90.33,2.2589037,88.0711
77.0,35.415432,41.584568
79.2,4.562683,74.637314
78.3,27.880056,50.419945
78.3,20.964907,57.3351
74.8,34.269176,40.530827
77.86,101.156715,-23.296715
88.4,37.25306,51.146942
68.07,42.30291,25.76709
77.86,104.03622,-26.176216
105.0,56.09499,48.90501
76.78,178.91821,-102.138214
51.4,29.172998,22.227003
51.4,29.172998,22.227003
0.0,0.14765167,-0.14765167
79.2,3.7343545,75.465645
62.8,34.23039,28.56961
62.8,34.23039,28.56961
62.8,34.23039,28.56961
62.8,34.23039,28.56961
93.0,51.357952,41.642048
62.8,34.23039,28.56961
62.8,34.23039,28.56961
62.8,34.23039,28.56961
62.8,34.23039,28.56961
62.8,34.23039,28.56961
62.8,34.23039,28.56961
62.8,34.23039,28.56961
62.8,34.23039,28.56961
62.8,34.23039,28.56961
108.9,79.476814,29.423187
62.8,34.23039,28.56961
62.8,34.23039,28.56961
93.6,36.713856,56.886143
69.9,16.084227,53.815773
67.5,6.913401,60.586597
108.67,42.656223,66.01378
69.9,16.084238,53.815765
69.9,16.084238,53.815765
104.0,40.446026,63.553974
69.9,16.084238,53.815765
79.2,13.81155,65.38844
73.95,30.537441,43.412556
88.4,129.85472,-41.45472
67.5,2.755114,64.74489
67.5,4.110678,63.38932
95.0,4.6906195,90.30938
79.2,8.807222,70.39278
95.38,72.77904,22.60096
67.5,2.755114,64.74489
67.5,2.755114,64.74489
52.0,30.152792,21.847208
52.0,30.152792,21.847208
52.0,30.152792,21.847208
52.0,30.152792,21.847208
88.0,7.752341,80.24766
90.0,35.406754,54.593246
93.6,39.16181,54.438187
79.2,5.48684,73.71316
52.0,30.152792,21.847208
52.0,30.152792,21.847208
93.6,37.165127,56.43487
52.0,30.152792,21.847208
52.0,30.152792,21.847208
88.0,3.5737119,84.426285
104.0,45.61457,58.38543
88.0,3.7145689,84.28543
52.0,30.152792,21.847208
52.0,30.152792,21.847208
75.0,33.51204,41.48796
79.2,5.184349,74.01565
104.0,45.614567,58.385433
52.0,30.152792,21.847208
52.0,30.152792,21.847208
52.0,30.152792,21.847208
52.0,30.152792,21.847208
52.0,30.152792,21.847208
52.0,30.152792,21.847208
90.0,35.406754,54.593246
52.0,30.152792,21.847208
114.0,54.873478,59.126522
52.0,30.152792,21.847208
52.0,30.152792,21.847208
52.0,30.152792,21.847208
88.0,6.0974474,81.90255
79.2,37.268963,41.931034
79.2,21.275223,57.924774
104.0,41.31483,62.68517
108.67,45.917576,62.752422
126.0,62.66467,63.33533
74.8,3.5900912,71.209915
85.0,32.946526,52.053474
205.0,77.60392,127.39608
154.0,147.90775,6.0922546
74.8,5.0888476,69.71116
105.0,57.282337,47.717663
96.9,58.231,38.669003
85.0,32.94653,52.05347
58.45,42.096832,16.353168
74.8,4.4507585,70.34924
88.0,18.517706,69.48229
96.0,33.159054,62.840946
104.0,41.380596,62.619404
79.2,18.300522,60.899475
88.0,21.802393,66.19761
156.6,82.36349,74.23652
79.2,7.121131,72.078865
90.0,34.653004,55.346996
79.2,1.5068591,77.69314
99.5,41.253063,58.246937
126.0,50.766148,75.23386
98.0,42.928074,55.071926
88.0,13.947813,74.052185
180.33,83.426,96.904
90.0,46.472706,43.527294
71.28,16.755285,54.52471
79.2,17.122478,62.07752
75.0,40.065914,34.934086
75.0,38.645428,36.354572
75.0,40.065914,34.934086
75.0,40.065914,34.934086
75.0,38.645428,36.354572
75.0,38.645428,36.354572
88.0,4.9327555,83.067245
109.8,42.33054,67.46947
75.0,40.065914,34.934086
75.0,40.065914,34.934086
85.0,29.682785,55.317215
89.89,39.44781,50.44219
89.89,53.302685,36.587315
76.29,5.5782847,70.711716
74.8,4.5397825,70.26022
97.7,45.96714,51.732857
138.6,87.00922,51.59079
83.2,45.96714,37.232857
65.54,43.07198,22.468021
83.2,42.240406,40.95959
115.6,51.339024,64.26097
74.8,4.99636,69.80364
76.29,168.27824,-91.98824
76.12,68.63984,7.4801636
74.8,74.41276,0.38724518
90.0,7.5613575,82.438644
88.0,4.4598937,83.54011
80.0,55.08257,24.91743
88.0,5.249961,82.75004
75.0,36.719273,38.280727
75.0,36.719273,38.280727
75.0,39.428036,35.571964
75.0,39.428036,35.571964
75.0,36.719273,38.280727
75.0,36.719273,38.280727
75.0,36.719273,38.280727
75.0,36.719273,38.280727
75.0,36.719273,38.280727
75.0,39.428036,35.571964
75.0,35.47102,39.52898
75.0,39.428036,35.571964
75.0,39.428036,35.571964
79.0,21.105383,57.894615
75.0,39.428036,35.571964
75.0,36.719273,38.280727
75.0,36.719273,38.280727
75.0,36.719273,38.280727
75.0,39.428036,35.571964
75.0,39.428036,35.571964
79.2,3.4628744,75.73712
106.0,37.10043,68.89957
89.25,41.017117,48.232883
67.5,28.957254,38.542747
78.53,43.31854,35.21146
85.16,103.71427,-18.554268
76.16,102.0805,-25.920494
90.0,25.753748,64.246254
90.0,25.753748,64.246254
90.0,25.753748,64.246254
90.0,25.054787,64.94521
90.0,25.054787,64.94521
90.0,25.054787,64.94521
90.0,25.753748,64.246254
90.0,25.753748,64.246254
90.0,25.753748,64.246254
90.0,25.753748,64.246254
90.0,25.753748,64.246254
90.0,25.753748,64.246254
90.0,25.054787,64.94521
90.0,31.118483,58.881516
90.0,25.753748,64.246254
90.0,25.054787,64.94521
90.0,25.753748,64.246254
90.0,54.63452,35.36548
90.0,25.054787,64.94521
90.0,25.054787,64.94521
90.0,25.753746,64.246254
90.0,25.054789,64.94521
90.0,25.753748,64.246254
90.0,25.753748,64.246254
88.4,49.463055,38.936947
63.75,13.298401,50.4516
88.4,44.864895,43.535107
74.8,21.864069,52.935936
74.8,78.60371,-3.8037033
90.0,48.005222,41.994778
109.8,48.068466,61.731537
78.0,8.872768,69.12723
12.0,47.97442,-35.97442
109.8,48.068466,61.731537
76.0,37.969666,38.030334
114.0,63.87449,50.12551
104.0,46.28377,57.71623
88.4,35.102367,53.297634
67.26,111.34536,-44.085358
119.0,61.804882,57.195118
88.4,35.588966,52.811035
67.26,112.012215,-44.752213
51.4,36.58174,14.81826
51.4,36.58174,14.81826
62.8,51.278606,11.521393
62.8,51.278606,11.521393
93.6,50.45389,43.146107
62.8,51.278606,11.521393
62.8,51.278606,11.521393
62.8,51.278606,11.521393
62.8,51.278606,11.521393
98.82,61.018734,37.801266
62.8,51.278606,11.521393
62.8,51.278606,11.521393
62.8,51.278606,11.521393
62.8,51.278606,11.521393
62.8,51.278606,11.521393
62.8,51.278606,11.521393
62.8,51.278606,11.521393
62.8,51.278606,11.521393
62.8,51.278606,11.521393
90.33,0.37002802,89.95998
67.5,0.42900562,67.07099
86.7,76.6235,10.0765
86.7,76.6235,10.0765
104.0,51.509014,52.490986
73.95,69.69628,4.2537155
73.95,69.69628,4.2537155
73.95,69.69628,4.2537155
74.8,2.5823634,72.217636
86.7,76.6235,10.0765
74.8,1.2644634,73.53554
85.0,46.713326,38.286674
88.4,45.50456,42.895443
96.0,47.012066,48.987934
73.95,69.69628,4.2537155
86.7,76.6235,10.0765
86.7,76.6235,10.0765
73.95,69.69628,4.2537155
73.95,69.69628,4.2537155
73.95,69.69628,4.2537155
74.8,0.4996829,74.30032
73.95,69.69628,4.2537155
73.95,69.69628,4.2537155
73.95,69.6963,4.2537003
133.5,71.81866,61.681343
59.16,35.89956,23.26044
59.16,35.89956,23.26044
51.0,1.7398763,49.260124
132.67,87.64013,45.02987
75.54,18.056368,57.483635
66.29,1.139368,65.150635
74.8,-0.04751444,74.84752
93.6,62.261715,31.338284
71.22,110.537544,-39.317543
71.22,109.34484,-38.12484
52.0,41.451336,10.548664
52.0,41.451336,10.548664
75.0,31.319187,43.680813
52.0,41.451336,10.548664
52.0,41.451336,10.548664
79.2,7.8481956,71.3518
52.0,41.451336,10.548664
128.1,62.333492,65.76651
52.0,41.451336,10.548664
52.0,41.451336,10.548664
52.0,41.451336,10.548664
117.5,57.31268,60.18732
52.0,41.451336,10.548664
52.0,41.451336,10.548664
98.8,50.446552,48.35345
52.0,41.451336,10.548664
52.0,41.451336,10.548664
79.2,3.1871274,76.01287
75.0,31.319187,43.680813
79.2,1.2794306,77.92056
126.0,67.43495,58.56505
52.0,41.451336,10.548664
52.0,41.451336,10.548664
117.5,59.454453,58.045547
52.0,41.451336,10.548664
52.0,41.451336,10.548664
156.6,101.730156,54.86985
52.0,41.451336,10.548664
79.2,0.9870424,78.21295
127.2,62.738285,64.461716
88.0,0.68919754,87.31081
52.0,41.451336,10.548664
52.0,41.451336,10.548664
152.55,75.67687,76.87313
93.6,43.54231,50.05769
79.2,0.00020885468,79.19979
52.0,41.451336,10.548664
91.5,2.8573146,88.642685
109.8,46.799267,63.000736
79.2,0.68862796,78.51137
88.2,108.032906,-19.832909
88.0,7.5286784,80.47132
72.9,43.320614,29.579388
78.3,40.89979,37.40021
102.6,54.71764,47.88236
96.0,49.377552,46.622448
93.6,44.50372,49.09628
76.29,2.5763476,73.71365
74.8,2.9388905,71.861115
74.8,3.1122122,71.68779
74.8,2.6471896,72.15282
119.0,70.674286,48.325714
88.4,48.92963,39.47037
184.75,109.33271,75.41729
76.29,0.10210657,76.1879
121.98,73.42031,48.559692
74.8,6.9596906,67.84031
76.29,0.8725126,75.41749
88.4,48.929626,39.470375
89.89,51.127758,38.76224
74.8,6.9596906,67.84031
147.9,99.18501,48.71498
119.0,62.77298,56.22702
88.4,48.929626,39.470375
88.0,49.1086,38.8914
74.8,2.6471896,72.15282
88.4,50.473385,37.926617
76.59,56.855625,19.734371
76.59,41.215374,35.374622
75.66,45.71052,29.949482
88.0,0.54066706,87.459335
131.89,56.546814,75.343185
159.0,90.91959,68.08041
111.0,50.636677,60.363323
88.0,1.7988999,86.2011
98.0,46.70773,51.29227
177.5,101.18404,76.31596
98.0,46.70773,51.29227
113.67,55.598377,58.07162
115.2,73.945114,41.254883
156.6,100.92547,55.674538
154.0,63.15363,90.846375
109.8,55.80384,53.996162
154.0,71.74548,82.25452
119.0,85.03272,33.967278
78.3,40.690018,37.609985
109.8,54.605408,55.194595
119.0,61.520554,57.479446
104.0,32.162464,71.83754
74.8,6.8175993,67.98241
98.39,62.506683,35.883316
89.89,33.990112,55.899887
89.89,52.311825,37.578175
74.8,8.16711,66.63289
89.59,54.510735,35.07926
98.39,47.547222,50.842777
89.39,47.793568,41.59643
97.75,55.101715,42.648285
167.45,93.54763,73.90237
66.29,1.4355764,64.85442
156.6,99.22187,57.378136
104.0,57.175835,46.824165
109.8,53.15598,56.644024
67.0,31.921034,35.078964
98.1,33.209454,64.89055
67.0,31.921034,35.078964
96.0,47.86888,48.13112
104.0,57.175835,46.824165
109.8,53.15598,56.644024
96.0,47.86888,48.13112
67.5,8.464966,59.035034
79.2,1.7200704,77.47993
68.0,33.422813,34.577187
119.0,73.89954,45.100456
96.9,58.905693,37.99431
211.0,101.05,109.95
119.0,65.00508,53.99492
119.0,65.00508,53.99492
130.9,67.52315,63.376846
74.8,6.6376524,68.16235
74.8,6.6376524,68.16235
74.8,2.8530755,71.94693
114.0,59.034443,54.965557
72.0,39.7313,32.2687
85.75,44.82407,40.92593
74.8,2.7541833,72.04582
66.29,1.8166437,64.47336
87.41,18.441973,68.96803
74.8,1.4028549,73.39715
88.4,51.936035,36.463966
137.0,59.777027,77.22298
88.0,0.56772566,87.432274
79.2,8.982105,70.217896
79.2,7.819274,71.38072
88.0,2.5565686,85.44343
106.0,20.516783,85.483215
79.2,2.0167928,77.183205
90.0,46.03448,43.96552
140.0,49.004917,90.99509
68.0,30.925104,37.074898
126.3,73.85803,52.44197
88.4,46.494205,41.905796
88.4,45.59219,42.80781
74.8,1.5990214,73.20098
59.5,2.2937613,57.206238
88.0,0.36829615,87.63171
88.4,45.21524,43.18476
77.03,5.365365,71.664635
89.0,1.0279996,87.972
89.0,1.0279996,87.972
0.0,11.813492,-11.813492
0.0,11.813492,-11.813492
88.0,-0.44716024,88.44716
62.64,24.977587,37.662415
126.0,50.815914,75.18408
0.0,11.813492,-11.813492
72.38,47.557842,24.822155
88.0,0.933424,87.066574
79.2,2.7243736,76.475624
86.4,55.446453,30.953548
72.9,35.300247,37.599754
79.2,5.3166904,73.88331
79.2,2.7243736,76.475624
86.4,55.446453,30.953548
94.5,55.88607,38.61393
109.8,57.251076,52.548927
142.0,72.71557,69.28443
154.0,65.25844,88.74156
109.8,90.45455,19.345451
78.3,39.772877,38.527126
73.95,41.612514,32.337482
100.3,60.278965,40.021038
74.8,6.779613,68.02039
117.3,73.99466,43.305344
100.3,60.316463,39.98354
103.7,51.85873,51.841267
97.75,52.37241,45.37759
88.4,40.955093,47.44491
83.2,38.291428,44.90857
76.78,45.88352,30.89648
90.1,47.399338,42.70066
88.4,42.928112,45.47189
90.1,55.52464,34.57536
90.0,29.222588,60.777412
102.6,61.599583,41.000416
65.0,32.761154,32.238846
93.6,38.210293,55.389706
93.6,45.94885,47.65115
79.2,7.5204277,71.679565
93.6,45.94885,47.65115
102.6,55.31514,47.28486
104.0,46.400623,57.599377
113.0,46.400623,66.59938
79.2,8.116398,71.0836
86.4,42.99455,43.405453
104.0,46.213478,57.786522
86.4,42.99455,43.405453
113.0,46.400623,66.59938
77.86,119.732056,-41.872055
103.7,61.77609,41.92391
74.8,7.05304,67.74696
88.4,39.174183,49.22582
77.86,119.9218,-42.0618
81.3,4.556838,76.743164
119.0,55.238415,63.761585
155.72,130.18893,25.531067
88.4,33.528557,54.871445
99.88,64.17457,35.70543
85.0,35.328987,49.671013
171.44,74.2871,97.1529
152.55,82.595,69.955
89.25,58.1348,31.1152
88.4,46.853935,41.546066
119.0,55.444443,63.555557
74.8,-0.019499779,74.8195
96.9,61.2593,35.6407
63.75,2.0595145,61.690487
115.6,59.56222,56.037777
74.8,9.012702,65.7873
104.0,58.345814,45.654186
79.2,4.195903,75.0041
79.2,4.195903,75.0041
75.99,0.2351532,75.754845
90.0,31.753374,58.246628
51.4,34.651127,16.748875
79.2,2.3409646,76.85903
51.4,34.651127,16.748875
88.0,5.5177608,82.48224
79.2,1.0743256,78.12567
88.0,0.9341428,87.06586
98.1,35.224133,62.875866
62.8,57.21943,5.58057
62.8,57.21943,5.58057
62.8,57.21943,5.58057
62.8,57.21943,5.58057
62.8,57.21943,5.58057
62.8,57.21943,5.58057
62.8,57.21943,5.58057
62.8,57.21943,5.58057
62.8,57.21943,5.58057
109.8,52.276196,57.523808
62.8,57.21943,5.58057
62.8,57.21943,5.58057
62.8,57.21943,5.58057
62.8,57.21943,5.58057
112.5,65.94153,46.55847
86.4,43.758778,42.641224
62.8,57.21943,5.58057
62.8,57.21943,5.58057
93.6,51.55628,42.04372
174.0,101.02842,72.97158
92.67,0.9711287,91.69887
122.0,62.525013,59.474987
86.4,44.890392,41.50961
108.67,41.49955,67.17045
79.2,8.984861,70.21513
79.2,8.06031,71.13969
92.65,21.411547,71.23846
88.0,1.780668,86.21933
86.4,44.890392,41.50961
174.0,92.85578,81.14422
122.0,53.09446,68.90554
126.0,55.099834,70.90016
88.0,2.5374076,85.46259
156.6,89.538704,67.0613
122.0,53.09446,68.90554
72.9,37.201973,35.69803
86.4,43.758778,42.641224
104.0,43.67393,60.32607
93.6,43.1935,50.406498
231.0,124.59022,106.40978
122.0,53.09446,68.90554
109.8,50.107376,59.692627
79.2,8.06031,71.13969
80.0,42.202866,37.797134
126.0,60.87711,65.122894
79.2,3.4312086,75.76879
111.6,51.057278,60.54272
112.5,65.94153,46.55847
93.6,52.448906,41.151093
79.2,3.4312108,75.76878
88.4,42.399734,46.000267
74.8,1.732965,73.06704
88.4,41.647594,46.752407
96.9,58.86658,38.03342
63.75,32.553825,31.196175
63.75,32.553825,31.196175
100.3,52.6857,47.614304
73.95,36.664494,37.285503
79.2,2.6116781,76.58832
95.0,2.4685645,92.53143
88.0,1.222594,86.777405
52.0,41.106724,10.893276
52.0,41.106724,10.893276
49.68,4.5115495,45.16845
52.0,41.106724,10.893276
52.0,41.106724,10.893276
65.0,31.615473,33.38453
109.8,44.7622,65.0378
52.0,41.106724,10.893276
104.0,47.191895,56.808105
52.0,41.106724,10.893276
52.0,41.106724,10.893276
95.0,2.4685645,92.53143
79.2,57.57159,21.628407
52.0,41.106724,10.893276
52.0,41.106724,10.893276
52.0,41.106724,10.893276
88.0,2.6724904,85.32751
52.0,41.10672,10.89328
52.0,41.106724,10.893276
52.0,41.106724,10.893276
52.0,41.106724,10.893276
52.0,41.106724,10.893276
52.0,41.106724,10.893276
52.0,41.106724,10.893276
52.0,41.106724,10.893276
52.0,41.106724,10.893276
52.0,41.106724,10.893276
110.7,58.368694,52.331303
126.0,45.000496,80.999504
79.2,9.09799,70.102005
67.5,1.833147,65.666855
109.8,46.909332,62.89067
119.0,62.142178,56.857822
74.8,2.5869265,72.21307
63.75,13.242966,50.507034
51.05,2.8468668,48.203133
119.0,72.45147,46.54853
75.99,2.802425,73.18758
71.25,4.5200133,66.72999
74.8,2.5869265,72.21307
167.45,89.06995,78.38005
0.0,74.49519,-74.49519
161.0,51.380184,109.61981
127.8,68.12949,59.67051
101.0,49.39356,51.60644
105.0,17.771967,87.228035
88.0,1.0804062,86.91959
101.0,48.744953,52.255047
67.5,2.5291073,64.970894
88.0,9.20434,78.79566
88.0,8.489149,79.51085
79.2,8.856234,70.343765
67.5,8.383823,59.116177
176.33,92.83616,83.49384
89.89,52.663403,37.226597
104.0,41.335476,62.664524
73.95,26.898754,47.051243
105.4,45.527996,59.872005
67.81,3.7547045,64.05529
133.6,106.112465,27.487541
88.0,3.5448887,84.45511
88.0,38.340023,49.659977
126.0,55.328762,70.671234
119.0,58.325825,60.674175
88.4,44.691708,43.708294
96.9,51.794437,45.105564
68.0,2.5358708,65.46413
88.0,3.534118,84.46588
79.2,2.3175035,76.88249
108.0,9.252594,98.747406
67.5,5.1957054,62.304295
106.0,13.992338,92.00766
96.9,59.088264,37.811737
130.9,37.839558,93.06044
75.0,30.573597,44.426403
75.0,30.573597,44.426403
75.0,30.573597,44.426403
75.0,30.573597,44.426403
75.0,30.573597,44.426403
75.0,30.573597,44.426403
103.7,51.73557,51.964428
88.0,53.269764,34.730236
74.8,290.8938,-216.0938
93.6,38.393562,55.206436
124.0,53.046936,70.953064
98.0,3.2323818,94.76762
86.7,64.67625,22.02375
86.7,64.67625,22.02375
74.8,26.229807,48.570198
85.0,41.30337,43.69663
85.0,43.381237,41.618763
74.8,20.017948,54.782055
74.8,45.790024,29.00998
98.0,18.810223,79.18977
0.0,-0.7323828,0.7323828
118.0,17.200285,100.79971
124.2,38.76479,85.43521
98.0,4.1719565,93.82804
88.0,11.104462,76.89554
138.6,79.28678,59.313225
74.8,39.50888,35.291122
63.75,64.74189,-0.99188995
63.75,64.74189,-0.99188995
51.4,38.34239,13.057613
51.4,38.34239,13.057613
62.8,61.427803,1.3721962
62.8,61.427803,1.3721962
79.2,1.8647654,77.33523
62.8,61.427803,1.3721962
62.8,61.427803,1.3721962
62.8,61.427803,1.3721962
62.8,61.427803,1.3721962
93.6,35.961414,57.638584
62.8,61.427803,1.3721962
62.8,61.427803,1.3721962
62.8,61.427803,1.3721962
62.8,61.427803,1.3721962
62.8,61.427803,1.3721962
62.8,61.427803,1.3721962
62.8,61.427803,1.3721962
62.8,61.427803,1.3721962
62.8,61.427803,1.3721962
109.8,46.559696,63.240307
79.2,1.6838706,77.51613
87.3,46.679386,40.620617
79.2,39.155884,40.044113
79.2,1.6838706,77.51613
79.2,41.862904,37.337093
87.3,46.679386,40.620617
79.2,41.862904,37.337093
66.3,80.34422,-14.04422
66.3,80.34422,-14.04422
130.9,36.304043,94.59595
66.3,80.34422,-14.04422
66.3,80.34422,-14.04422
66.3,80.34422,-14.04422
104.55,65.82058,38.729424
74.8,16.27697,58.523033
74.8,3.4136732,71.38633
74.8,4.0198293,70.780174
92.31,40.498787,51.81121
63.75,100.3011,-36.5511
104.0,41.753063,62.246937
63.75,100.3011,-36.5511
78.0,4.338915,73.66109
63.75,100.30108,-36.55108
104.0,40.87477,63.12523
120.49,55.961063,64.52893
122.4,45.655712,76.74429
78.0,43.88135,34.11865
88.0,4.1652255,83.83478
78.0,4.4339905,73.56601
79.2,5.156498,74.0435
78.0,43.88135,34.11865
78.0,4.4339905,73.56601
154.0,60.73304,93.26696
104.0,40.87477,63.12523
67.5,3.1281316,64.37187
79.2,3.505273,75.694725
79.2,3.505273,75.694725
79.2,3.505273,75.694725
103.5,44.18411,59.31589
79.2,3.505273,75.694725
79.2,4.2098384,74.99016
79.2,4.2098384,74.99016
103.5,44.18411,59.31589
78.0,79.601425,-1.6014252
78.0,79.601425,-1.6014252
103.5,44.18411,59.31589
79.2,3.505273,75.694725
79.2,3.505273,75.694725
78.0,79.601425,-1.6014252
103.5,44.18411,59.31589
103.5,44.18411,59.31589
79.2,11.810755,67.389244
103.5,44.18411,59.31589
79.2,12.401855,66.79814
78.0,79.60143,-1.6014328
79.2,4.2098384,74.99016
79.2,3.505273,75.694725
79.2,3.505273,75.694725
103.5,44.18411,59.31589
79.2,3.505273,75.694725
79.2,3.505273,75.694725
79.2,4.2098384,74.99016
67.32,6.9135547,60.406445
63.75,3.258235,60.491764
147.9,92.90566,54.99433
88.0,3.6483839,84.351616
103.5,44.18411,59.31589
78.0,79.601425,-1.6014252
103.5,44.18411,59.31589
103.5,44.18411,59.31589
119.0,58.623283,60.376717
82.72,5.1412425,77.57876
74.8,4.126075,70.67393
78.0,2.975999,75.024
87.78,60.059723,27.720276
104.0,39.996387,64.00362
88.0,3.569973,84.43002
140.0,38.423855,101.57614
81.6,63.960445,17.639553
74.8,2.3777943,72.42221
78.0,24.162296,53.837704
130.9,49.59249,81.3075
85.0,33.040203,51.959797
119.0,55.386463,63.613537
73.95,41.40257,32.54743
122.45,49.92174,72.52826
74.8,5.572277,69.22772
109.8,49.387753,60.41225
79.2,34.819992,44.380005
90.0,41.315765,48.684235
148.39,86.89371,61.496292
79.5,49.96036,29.539639
88.4,37.192844,51.207157
88.4,72.57574,15.824265
156.6,82.71546,73.884544
